model,config,filename,prediction,word_count,temporal_count,accident_affirmed,accident_negated,event_count,benign_count,temporal_matched,accident_affirmed_kw,event_matched,answer
InternVL3,clean_internvl,Negative_Videos_v18.mov,,22,0,0,2,0,1,,,,"No, there are no road accidents or anomalies in the video. The traffic is flowing smoothly and there are no visible incidents."
InternVL3,clean_internvl,Negative_Videos_v19.mov,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,Negative_Videos_v2.mov,,52,0,3,0,0,0,,accident; collide; collides,,"Yes, there is a road accident in the video. A car is seen driving on the road and then collides with a motorcycle. The video also shows a white truck driving on the road, a black truck parked on the side of the road, and a motorcycle with two people on it."
InternVL3,clean_internvl,Negative_Videos_v20.mov,,27,1,2,0,0,0,suddenly,accident; collision,,"Yes, there is a car accident in the video. A car is seen driving down the road and then suddenly stops, causing a collision with another car."
InternVL3,clean_internvl,Negative_Videos_v22.mov,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,Negative_Videos_v23.mov,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,Negative_Videos_v24.mov,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,Negative_Videos_v25.mov,,19,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video. The man is simply walking across the road."
InternVL3,clean_internvl,Negative_Videos_v26.mov,,20,0,0,2,0,1,,,,"No, there are no road accidents or anomalies in the video. The silver car is driving normally on the road."
InternVL3,clean_internvl,Negative_Videos_v27.mov,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,Negative_Videos_v28.mov,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,Negative_Videos_v29.mov,,27,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video. The video shows a white car driving through an intersection and a person crossing the street."
InternVL3,clean_internvl,Negative_Videos_v3.mov,,12,0,1,0,0,0,,accident,,"Yes, there is a car accident on the road in the video."
InternVL3,clean_internvl,Negative_Videos_v30.mov,,23,0,3,0,0,0,,accident; collide; collides,,"Yes, there is a car accident at the intersection. A car is seen driving on the road and then collides with another car."
InternVL3,clean_internvl,Negative_Videos_v31.mov,,24,0,2,0,0,0,,accident; crash,,"Yes, there is a bus accident captured in the video. The video shows a bus that has crashed into a car on the road."
InternVL3,clean_internvl,Negative_Videos_v32.mov,,23,0,2,0,0,0,,accident; crash,,"Yes, there is a car accident in the video. A car is seen driving down the road and then crashing into another car."
InternVL3,clean_internvl,Negative_Videos_v33.mov,,23,0,2,0,0,0,,accident; crash,,"Yes, there is a car accident in the video. A car is seen driving down the street and then crashing into another car."
InternVL3,clean_internvl,Negative_Videos_v34.mov,,19,0,0,2,0,1,,,,"No, there are no road accidents or anomalies in the video. The cars are driving normally on the road."
InternVL3,clean_internvl,Negative_Videos_v35.mov,,19,0,0,2,0,1,,,,"No, there are no road accidents or anomalies in the video. The cars are driving normally on the road."
InternVL3,clean_internvl,Negative_Videos_v36.mov,,22,0,0,2,0,1,,,,"No, there are no road accidents or anomalies in the video. The video shows a normal traffic flow at a night intersection."
InternVL3,clean_internvl,Negative_Videos_v37.mov,,21,0,0,2,0,1,,,,"No, there are no road accidents or anomalies in the video. The cars are moving smoothly and following the traffic rules."
InternVL3,clean_internvl,Negative_Videos_v38.mov,,20,0,2,0,0,0,,accident; crash,,"Yes, there is a car accident in the video. A car is seen crashing into another car at the intersection."
InternVL3,clean_internvl,Negative_Videos_v39.mov,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,Negative_Videos_v4.mov,,27,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video. The video shows a car driving down the road and a person standing on the sidewalk."
InternVL3,clean_internvl,Negative_Videos_v40.mov,,12,0,1,0,0,0,,accident,,"Yes, there is a car accident at the intersection in the video."
InternVL3,clean_internvl,Negative_Videos_v41.mov,,37,0,1,0,1,0,,accident,wrong side,"Yes, there is a car driving on the wrong side of the road in the video. Additionally, there is a car driving on the highway with its lights on, which could indicate an accident or a breakdown."
InternVL3,clean_internvl,Negative_Videos_v42.mov,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,Negative_Videos_v43.mov,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,Negative_Videos_v44.mov,,39,0,2,0,1,0,,accident; anomaly,wrong side,"Yes, there is a car that is driving on the wrong side of the road, which is an anomaly. Additionally, there is a car that is stopped in the middle of the road, which could potentially cause an accident."
InternVL3,clean_internvl,Negative_Videos_v46.mov,,36,0,2,0,0,0,,accident; anomaly,,"Yes, there is a car that is stopped in the middle of the road, which is an anomaly. Additionally, there is a person standing in the middle of the road, which could potentially cause an accident."
InternVL3,clean_internvl,Negative_Videos_v47.mov,,23,0,1,0,0,0,,accident,,"Yes, there is a road accident in the video. A man on a bicycle is hit by a car while crossing the road."
InternVL3,clean_internvl,Negative_Videos_v48.mov,,12,0,1,0,0,0,,accident,,"Yes, there is a car accident at the intersection in the video."
InternVL3,clean_internvl,Negative_Videos_v49.mov,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,Negative_Videos_v5.mov,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,Negative_Videos_v51.mov,,22,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video. The vehicles are moving in an orderly manner on the road."
InternVL3,clean_internvl,Negative_Videos_v6.mov,,27,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video. The video shows a man walking on the sidewalk and a truck driving on the road."
InternVL3,clean_internvl,Negative_Videos_v7.mov,,19,0,0,2,0,1,,,,"No, there are no road accidents or anomalies in the video. The cars are driving normally on the road."
InternVL3,clean_internvl,Negative_Videos_v8.mov,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,Negative_Videos_v9.mov,,23,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video. The vehicles are moving in an orderly manner, following the traffic rules."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-02-06-09-34-41_486__m090_streamer_m090_w_cam_50_k_video_part11.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-02-06-10-49-41_491__m090_streamer_m090_n_cam_16_k_video_part13.mp4,,19,0,0,2,0,1,,,,"No, there are no road accidents or anomalies in the video. The cars are driving smoothly on the road."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-02-06-10-49-41_491__m090_streamer_m090_n_cam_16_k_video_part15.mp4,,23,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video. The road is empty and there are no vehicles or people present."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-02-06-10-49-41_491__m090_streamer_m090_n_cam_16_k_video_part7.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-02-06-10-49-41_491__m090_streamer_m090_w_cam_16_b_video_part10.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-02-06-10-49-41_491__m090_streamer_m090_w_cam_16_b_video_part3.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-02-07-11-49-41_591__m090_streamer_m090_n_cam_16_k_video_part5.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-02-07-11-49-41_591__m090_streamer_m090_w_cam_16_b_video_part6.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-02-07-11-49-41_591__m090_streamer_m090_w_cam_16_b_video_part8.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-02-07-17-34-41_614__m090_streamer_m090_n_cam_16_k_video_part12.mp4,,19,0,0,2,0,1,,,,"No, there are no road accidents or anomalies in the video. The car is driving smoothly on the road."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-02-07-17-34-41_614__m090_streamer_m090_n_cam_16_k_video_part3.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-02-12-17-16-08_291__m090_streamer_m090_n_cam_16_k_video_part6.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-02-12-17-16-08_291__m090_streamer_m090_w_cam_50_k_video_part14.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-02-16-08-31-08_640__m090_streamer_m090_n_cam_16_k_video_part9.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-02-16-08-31-08_640__m090_streamer_m090_o_cam_50_m_video_part14.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-02-16-08-31-08_640__m090_streamer_m090_w_cam_16_b_video_part14.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-02-16-08-31-08_640__m090_streamer_m090_w_cam_50_k_video_part11.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-02-16-08-31-08_640__m090_streamer_m090_w_cam_50_k_video_part20.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-02-16-15-46-08_669__m090_streamer_m090_o_cam_50_m_video_part10.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-02-16-15-46-08_669__m090_streamer_m090_w_cam_50_k_video_part12.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-02-27-17-16-08_1731__m090_streamer_m090_n_cam_16_k_video_part8.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-02-27-17-16-08_1731__m090_streamer_m090_w_cam_16_b_video_part7.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-06-06-58-04_334__m090_streamer_m090_n_cam_16_k_video_part12.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-06-06-58-04_334__m090_streamer_m090_o_cam_50_m_video_part2.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-06-06-58-04_334__m090_streamer_m090_w_cam_16_b_video_part14.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-09-06-28-04_620__m090_streamer_m090_o_cam_50_m_video_part12.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-09-06-28-04_620__m090_streamer_m090_o_cam_50_m_video_part7.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-09-06-28-04_620__m090_streamer_m090_w_cam_16_b_video_part8.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-09-06-28-04_620__m090_streamer_m090_w_cam_50_k_video_part6.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-09-08-43-04_629__m090_streamer_m090_n_cam_16_k_video_part10.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-09-08-43-04_629__m090_streamer_m090_w_cam_16_b_video_part7.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-09-17-28-04_664__m090_streamer_m090_o_cam_50_m_video_part13.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-09-17-28-04_664__m090_streamer_m090_w_cam_16_b_video_part11.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-09-17-28-04_664__m090_streamer_m090_w_cam_50_k_video_part16.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-14-06-28-04_1100__m090_streamer_m090_o_cam_50_m_video_part9.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-14-06-28-04_1100__m090_streamer_m090_w_cam_16_b_video_part9.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-14-06-28-04_1100__m090_streamer_m090_w_cam_50_k_video_part8.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-14-11-43-04_1121__m090_streamer_m090_o_cam_50_m_video_part10.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-14-11-43-04_1121__m090_streamer_m090_w_cam_16_b_video_part9.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-14-15-28-04_1136__m090_streamer_m090_o_cam_50_m_video_part14.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-14-15-28-04_1136__m090_streamer_m090_w_cam_50_k_video_part6.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-14-18-13-04_1147__m090_streamer_m090_w_cam_16_b_video_part1.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-17-06-43-04_1389__m090_streamer_m090_n_cam_16_k_video_part12.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-17-06-43-04_1389__m090_streamer_m090_n_cam_16_k_video_part8.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-17-06-43-04_1389__m090_streamer_m090_o_cam_50_m_video_part9.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-17-06-43-04_1389__m090_streamer_m090_w_cam_16_b_video_part1.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-17-14-43-04_1421__m090_streamer_m090_n_cam_16_k_video_part3.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-17-14-43-04_1421__m090_streamer_m090_w_cam_16_b_video_part8.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-17-17-28-04_1432__m090_streamer_m090_o_cam_50_m_video_part13.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-21-07-58-04_1778__m090_streamer_m090_w_cam_50_k_video_part2.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-21-17-43-04_1817__m090_streamer_m090_o_cam_50_m_video_part14.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-21-18-28-04_1820__m090_streamer_m090_n_cam_16_k_video_part3.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-21-18-28-04_1820__m090_streamer_m090_o_cam_50_m_video_part4.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-21-18-28-04_1820__m090_streamer_m090_w_cam_16_b_video_part18.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-21-18-28-04_1820__m090_streamer_m090_w_cam_16_b_video_part6.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-21-18-28-04_1820__m090_streamer_m090_w_cam_50_k_video_part6.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-22-10-43-04_1885__m090_streamer_m090_n_cam_16_k_video_part13.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-22-10-43-04_1885__m090_streamer_m090_w_cam_16_b_video_part11.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-22-17-43-04_1913__m090_streamer_m090_n_cam_16_k_video_part15.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-22-17-43-04_1913__m090_streamer_m090_w_cam_16_b_video_part17.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-22-17-43-04_1913__m090_streamer_m090_w_cam_16_b_video_part3.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-25-14-58-04_2190__m090_streamer_m090_w_cam_50_k_video_part7.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-27-07-13-04_2347__m090_streamer_m090_w_cam_50_k_video_part3.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-31-18-28-04_2776__m090_streamer_m090_o_cam_50_m_video_part7.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-03-31-18-28-04_2776__m090_streamer_m090_w_cam_50_k_video_part5.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-04-01-07-43-04_2829__m090_streamer_m090_w_cam_16_b_video_part1.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-04-03-06-28-04_3016__m090_streamer_m090_n_cam_16_k_video_part5.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-04-03-06-28-04_3016__m090_streamer_m090_w_cam_16_b_video_part19.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-04-03-06-28-04_3016__m090_streamer_m090_w_cam_50_k_video_part15.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-04-04-08-28-04_3120__m090_streamer_m090_o_cam_50_m_video_part7.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-04-04-08-28-04_3120__m090_streamer_m090_w_cam_50_k_video_part2.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-04-08-06-28-04_3496__m090_streamer_m090_n_cam_16_k_video_part4.mp4,,25,0,0,2,0,1,,,,"No, there are no road accidents or anomalies in the video. The video shows a peaceful and quiet road with cars and trucks passing by."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-04-08-21-58-04_3558__m090_streamer_m090_n_cam_16_k_video_part11.mp4,,19,0,0,2,0,1,,,,"No, there are no road accidents or anomalies in the video. The car is driving normally on the road."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-04-10-12-43-04_3713__m090_streamer_m090_o_cam_50_m_video_part17.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-04-10-12-43-04_3713__m090_streamer_m090_w_cam_50_k_video_part14.mp4,,19,0,0,2,0,1,,,,"No, there are no road accidents or anomalies in the video. The cars are driving smoothly on the road."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-04-21-18-43-04_4793__m090_streamer_m090_n_cam_16_k_video_part12.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-04-21-18-43-04_4793__m090_streamer_m090_o_cam_50_m_video_part5.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-04-21-18-43-04_4793__m090_streamer_m090_w_cam_50_k_video_part19.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-04-23-06-28-04_4936__m090_streamer_m090_o_cam_50_m_video_part10.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-04-23-06-28-04_4936__m090_streamer_m090_w_cam_16_b_video_part19.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-04-23-20-13-04_4991__m090_streamer_m090_n_cam_16_k_video_part12.mp4,,19,0,0,2,0,1,,,,"No, there are no road accidents or anomalies in the video. The car is driving smoothly on the road."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-04-23-20-13-04_4991__m090_streamer_m090_o_cam_50_m_video_part9.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_06_2022-04-23-20-13-04_4991__m090_streamer_m090_w_cam_50_k_video_part9.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_07_2021-12-14-07-38-15_39__s110_streamer_s110_n_cam_16_b_video_part6.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_07_2021-12-14-07-38-15_39__s110_streamer_s110_s1_cam_8_b_video_part20.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_07_2022-02-10-07-25-57_59__s110_streamer_s110_n_cam_16_b_video_part3.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_07_2022-02-10-07-25-57_59__s110_streamer_s110_n_cam_50_m_video_part5.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_07_2022-02-10-14-25-57_87__s110_streamer_s110_n_cam_16_b_video_part2.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_07_2022-02-10-14-25-57_87__s110_streamer_s110_n_cam_50_m_video_part11.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_07_2022-02-10-14-25-57_87__s110_streamer_s110_n_cam_50_m_video_part5.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_07_2022-02-10-14-25-57_87__s110_streamer_s110_n_cam_50_m_video_part6.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_07_2022-02-10-14-25-57_87__s110_streamer_s110_s1_cam_8_b_video_part6.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_07_2022-02-10-14-25-57_87__s110_streamer_s110_s2_cam_8_b_video_part7.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_07_2022-02-10-17-25-57_99__s110_streamer_s110_n_cam_50_m_video_part15.mp4,,19,0,0,2,0,1,,,,"No, there are no road accidents or anomalies in the video. The cars are driving normally on the road."
InternVL3,clean_internvl,compressed_data_log_ws_07_2022-02-10-17-25-57_99__s110_streamer_s110_s2_cam_8_b_video_part5.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_07_2022-02-26-07-18-23_149__s110_streamer_s110_s1_cam_8_b_video_part13.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_07_2022-03-05-06-10-08_233__s110_streamer_s110_n_cam_16_b_video_part4.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_07_2022-03-05-14-55-08_268__s110_streamer_s110_s1_cam_8_b_video_part5.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_07_2022-03-05-15-40-08_271__s110_streamer_s110_s2_cam_8_b_video_part1.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,clean_internvl,compressed_data_log_ws_07_2022-03-09-06-25-08_618__s110_streamer_s110_n_cam_50_m_video_part9.mp4,,22,0,0,2,0,1,,,,"No, there are no road accidents or anomalies in the video. The traffic is flowing smoothly and there are no visible incidents."
InternVL3,clean_internvl,compressed_data_log_ws_07_2022-03-10-06-25-08_714__s110_streamer_s110_n_cam_50_m_video_part4.mp4,,19,0,0,2,0,1,,,,"No, there are no road accidents or anomalies in the video. The cars are driving normally on the road."
